Sample ID,Site,Date,Time,Type,Type2,Index-notes,d18O,dD,HCO3_mg_L,Cl_mg_L,SO4_mg_L,Si_mg_L,Na_mg_L,Mg_mg_L,K_mg_L,Ca_mg_L,Mn_mg_L,ICP-notes
PR-13688,PR Soapstone,09/29/2017,12:00,Grab,Stream,MED added artificial times and type assignments,-15.8566648993648,-117.231285011848,8.19672131147541,2.3077,1.6085,1.138,0.916843967281027,0.706095071004702,0.278889570950692,2.23689793956586,0.00396535584389298,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13689,PR Woodland,09/29/2017,12:00,Grab,Stream,MED added artificial times and type assignments,-16.5137195109144,-121.038748057627,77.8688524590164,3.1076,7.6839,3.114,2.07076534192754,4.31086473400786,0.591694297840635,18.978718457808,0.0068225876232372,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13690,PR Hailstone,09/29/2017,12:00,Grab,Stream,MED added artificial times and type assignments,-16.5511796768833,-121.695374564226,97.5,7.6746,8.931,3.774,4.05425899961475,6.2576186942176,0.829003093737815,25.5490297706651,0.0162283095394894,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13727,PR Soapstone,10/27/2017,12:00,Grab,Stream,MED added artificial times and type assignments,-16.3006916331644,-119.643142745317,12.2950819672131,1.4023,2.1531,1.475,0.973601990350941,0.96171480505694,0.307336954995628,3.05703947778135,0.00525391709317585,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13728,PR Woodland,10/27/2017,12:00,Grab,Stream,MED added artificial times and type assignments,-16.8763570206793,-123.940335813185,124.9,3.6898,13.5018,4.202,2.74071731012823,7.06571508447303,0.783093880784377,30.3447221428515,0.0080601946565645,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13729,PR Hailstone,10/27/2017,12:00,Grab,Stream,MED added artificial times and type assignments,-16.5122838129235,-122.77941889701,106.55737704918,6.6243,11.5548,4.265,3.96580854643397,7.60283851198277,0.792301167772229,30.6311107413544,0.023575357145226,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13816,PR Soapstone,12/08/2017,12:00,Grab,Stream,MED added artificial times and type assignments,-16.4825632142847,-120.927118420239,16.3934426229508,2.3654,1.9938,1.833,1.30055823060746,1.16329954141046,0.353358352329074,3.89996989697717,0.00578666217523795,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13817,PR Woodland,12/08/2017,12:00,Grab,Stream,MED added artificial times and type assignments,-17.1745201390608,-125.812050139937,129.2,4.3342,16.5719,4.5,2.93393420271223,7.58109199993305,0.799211784287429,31.1104124771026,0.00767839821686887,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13818,PR Hailstone,12/08/2017,12:00,Grab,Stream,MED added artificial times and type assignments,-17.08580390459,-125.652512130823,118.852459016393,6.6449,14.2468,4.464,4.16452578867762,9.0330891036007,0.818529717622998,34.9997130881786,0.0197948233317701,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13874,PR Soapstone,01/19/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.4030387474107,-120.424706770339,18.3689479700434,1.709,1.8519,1.808,1.39424139737112,1.26107937010446,0.412617116746118,4.12659536319287,0.00640814102417579,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13875,PR Woodland,01/19/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-17.0203393766611,-124.575826273435,109.2,3.5979,14.8796,4.663,2.58053429391719,6.9226030488857,0.806802779543317,29.1702114742181,0.00611755910204256,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13876,PR Hailstone,01/19/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-17.0239698773277,-124.635946583052,106.55737704918,6.1656,13.15,4.494,3.42086627744155,6.91338352573105,0.726994941467076,27.1733630559636,0.0104323429589714,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13965,PR Soapstone,03/10/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-15.8922272816761,-119.433804439228,16.3934426,1.7701,2.1958,1.809,1.27247553271916,1.16775373687668,0.366762965104526,3.7143364879923,0.00537576363572924,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13966,PR Woodland,03/10/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.832396134955,-125.396465554319,94.262295,4.0616,16.1958,4.868,2.78036240696969,6.72777737023137,0.750118602248906,28.3350929519063,0.0067066620079446,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13967,PR Hailstone,03/10/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.8353166773497,-125.616983683303,110.655737704918,7.8524,13.7301,6.054,4.64354197653904,8.20444792393838,0.85472004846092,32.2731054962652,0.0161011707976419,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13969,PR Soapstone,03/23/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-15.638845414144,-121.097901794699,12.2950819672131,2.5213,2.7556,2.075,1.26524730816607,1.01425055533614,0.354262848384671,3.17046167855682,0.00418884666504489,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13970,PR Woodland,03/23/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.9276050428547,-126.375522186783,77.8688524590164,7.9824,11.5,6.319,4.56433466696354,5.47998005736298,0.844432863413387,23.9634185707064,0.0139925553317533,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13971,PR Hailstone,03/23/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.5852499005411,-124.13210676084,110.655737704918,10.3713,12.5838,5.228,6.09961678252228,8.10793778636846,1.16128451564964,32.0884957681124,0.0268122814742172,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13974,PR Soapstone,04/06/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.3339484321552,-122.806687923246,12.2950819672131,3.8359,2.7823,1.835,1.82354771257646,1.15302592374905,0.400743992197766,3.81799314747607,0.00460073701361504,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13975,PR Woodland,04/06/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.8440744337021,-125.814893484046,73.7704918032787,6.24,11.0905,3.651,3.5610039167749,5.2579741851579,0.761059331344157,22.6583474187019,0.00847362602279501,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13976,PR Hailstone,04/06/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.7237871340551,-125.363714979237,86.06557,7.9784,11.6967,6.404,3.5610039167749,5.2579741851579,0.761059331344157,22.6583474187019,0.00847362602279501,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13977,PR Soapstone,04/13/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-15.7174302065442,-120.321596457116,11.3666692548387,3.2542,2.8125,2.959,1.57886843662007,1.03143778421681,0.373805815115382,3.36064891756075,0.00357966352016738,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13978,PR Woodland,04/13/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.8764403915987,-125.360779717983,57.3770491803279,5.4807,8.0401,5.216,3.10827051605925,4.09630058188082,0.678163678775049,17.9786903304294,0.00769642544699313,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13979,PR Hailstone,04/13/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.2067751996919,-122.474024981058,86.0655737704918,6.7864,9.6141,3.58,3.88855641157611,6.03915092293265,0.750254076295775,24.8668873069964,0.0156081580435447,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13992,PR Soapstone,04/20/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.0105392476044,-119.636461174124,12.2950819672131,2.8036,2.7538,3.188,1.47363667163973,1.03709101112207,0.372838628700229,3.49884499394149,0.00294824972386539,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13993,PR Woodland,04/20/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.7820084148861,-123.975049971683,57.3770491803279,4.9226,8.9299,5.748,2.73893971118931,4.19716670986705,0.641169220982975,18.264936544088,0.00561610280402208,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-13994,PR Hailstone,04/20/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.5196503655077,-122.618727577144,86.0655737704918,6.4401,10.6941,4.531,3.37562497355005,6.44384033334199,0.653648536446162,26.1441789762038,0.0110316191786393,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14003,PR Soapstone,04/27/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.5796748662979,-122.768575315084,8.19672131147541,2.0771,2.3778,1.805,1.17946682302179,0.831750049329257,0.395545834913673,2.76069204996109,0.00392952247938492,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14004,PR Woodland,04/27/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.6739126793358,-122.841641149221,30.7377,2.8122,4.1074,2.497,1.59292316782922,2.02379126424959,0.497715692170457,9.12836973002509,0.00660055392010295,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14005,PR Hailstone,04/27/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.8659107621102,-124.242491771427,53.2786885245902,3.4498,5.7804,2.64,2.09316424815537,3.54326265751529,0.588962056054305,15.1326950128335,0.0174214071827826,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14007,PR Soapstone,05/03/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.7277769130196,-122.936067555886,12.2950819672131,1.6296,2.0957,1.683,1.11014825842386,0.878270657054181,0.35341860310542,3.10123289956431,0.00244068452202443,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14008,PR Woodland,05/03/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.3704959364619,-121.789452008652,36.8852459016393,3.0514,4.2432,2.426,1.78633155557197,2.44948815141138,0.481504420802186,11.2992836702311,0.00563318362702404,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14009,PR Hailstone,05/03/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.7455101599984,-123.452654257477,57.3770491803279,3.347,5.5433,2.421,2.11156629449175,3.89864979327568,0.533141969913733,16.868507378544,0.0138090545136792,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14011,PR Soapstone,05/08/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.737682693492,-123.667061677001,12.2950819672131,1.0906,1.7994,1.663,0.987152829606759,0.808384067151835,0.397867826500625,2.95677750773079,0.00369429211807814,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14012,PR Woodland,05/08/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.7348589218858,-123.184367844282,28.6885245901639,1.932,2.6555,2.287,1.33881844904323,1.65584631878789,0.433782163116578,7.92170144848008,0.0057975669937255,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14013,PR Hailstone,05/08/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.9648269589145,-125.535025308913,40.9836065573771,2.4563,3.846,2.299,1.65163362299762,2.68241050418544,0.539713994513469,11.9566756118552,0.01708161206428,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14023,PR Soapstone,05/15/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.1934471542758,-118.22025857468,12.2950819672131,1.227,1.8549,1.631,0.890691782388872,0.791115011657052,0.319120232295007,2.93756166700313,0.00232897139243486,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14024,PR Woodland,05/15/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.4951547642458,-121.441705760653,32.7868852459016,2.1074,3.1103,2.532,1.41876723071509,1.95743105600078,0.435306713574678,9.48141412732021,0.00446878824870021,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14025,PR Hailstone,05/15/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.6274833536116,-120.40005406894,49.1803278688525,3.0145,4.5945,2.488,1.78398565916665,3.02571836877614,0.464449641315629,13.5877849216006,0.0142985045688415,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14034,PR Soapstone,05/22/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.5684727960546,-121.377712566479,8.19672131147541,1.2042,1.756,1.363,0.891011571489011,0.669810960408559,0.295255042135808,2.37177456053204,0.00195267921686066,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14035,PR Woodland,05/22/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.6904664468208,-122.580970902855,28.6885245901639,1.7536,2.8227,2.119,1.26165889505422,1.64717981633752,0.395998003708238,7.77258029965523,0.00380045756674778,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14036,PR Hailstone,05/22/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.7743199477829,-122.387742769877,49.1803278688525,2.1874,3.608,2.016,1.59233240765195,2.70858351042415,0.428841216670487,12.2506913042365,0.0151296308791782,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14048,PR Soapstone,05/31/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.2426842587836,-120.273345224962,8.19672131147541,1.0116,1.7298,1.25,0.808865938504121,0.614926822079485,0.238331168110935,2.04493092588423,0.0019752453773684,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14049,PR Woodland,05/31/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.7216155261613,-121.481110907008,28.6885245901639,1.5544,3.3176,2.115,1.18786812259694,1.66112852924933,0.327992128101434,7.58800742191528,0.00482671163731183,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14050,PR Hailstone,05/31/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.8234229180198,-121.888690447966,45.0819672131148,2.2916,3.6958,2.051,1.53076320221081,2.68558349102683,0.348244854067639,12.7343826659168,0.0152805886549415,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14052,PR Soapstone,06/06/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.1312032319176,-119.448310694862,8.19672131147541,0.9344,1.6863,1.182,0.783090618306157,0.613245030447568,0.252411534362396,1.97790216198376,0.00263157889832238,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14053,PR Woodland,06/06/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-15.9306307952599,-119.379102220266,30.7377049180328,1.7046,3.8536,2.019,1.32900088819526,1.96883875584224,0.401526745588811,8.87237531807541,0.00569338911162453,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14054,PR Hailstone,06/06/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.3952423196388,-120.848970475826,49.1803278688525,2.4232,4.4658,1.962,1.79687195491926,3.09067100391627,0.445813661663317,14.5616656728107,0.0207718708945338,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14064,PR Soapstone,06/12/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.1891375242244,-120.001318880072,8.19672131147541,2.0875,2.0525,1.267,0.792264689481851,0.695351217821552,0.270361189879756,2.26932104715326,0.00305607199582102,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14065,PR Woodland,06/12/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.4673673215712,-120.431778848076,45.0819672131148,2.1046,5.6174,2.554,1.70281874495936,2.78659741116124,0.508040255628961,13.2728330841598,0.00579114906104816,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14066,PR Hailstone,06/12/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.7064361247551,-121.34895181109,57.3770491803279,3.8869,5.566,2.649,2.39612917563185,3.54637617927233,0.524643299109154,16.6586086107211,0.0086466927737393,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14085,PR Soapstone,06/26/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.3709998800256,-120.511378016884,12.2950819672131,1.8359,1.5974,1.188,1.08334626398556,0.781731368622784,0.284419755306471,2.69594424955823,0.00306528805820518,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14086,PR Woodland,06/26/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.9947898745161,-123.394866333318,77.8688524590164,3.7818,10.0544,3.354,2.23438666983676,4.62040558569605,0.622198966048967,21.6118976652753,0.00532502406030268,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14087,PR Hailstone,06/26/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.2527383458211,-121.798722330382,86.0655737704918,8.6226,8.0501,3.473,4.26239401338898,4.88025994988021,0.767875373628164,22.4932474921103,0.00746481209344585,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14128,PR Soapstone,07/19/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-15.0373636362879,-115.299861367147,8.19672131147541,1.4421,1.5394,0.8763,0.894221810108751,0.680499570967526,0.297828958608024,2.25322287309403,0.00415156441852687,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14129,PR Woodland,07/19/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-15.8642501052643,-119.446866435482,98.3606557377049,3.5771,12.331,3.188,2.48171927365601,5.6908072036725,0.770165344558324,26.0229921912566,0.00725182648044837,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14130,PR Hailstone,07/19/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-15.5161812817726,-119.263929330134,90.1639344262295,12.8619,7.9804,4.658,6.00098760980724,6.17387818331552,1.01015907118626,27.0619559455935,0.00746135249667465,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14183,PR Soapstone,07/31/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-14.888882546527,-114.324453522243,8.19672131147541,1.4816,1.3835,0.7138,0.902753209958983,0.669496646987208,0.321817514217574,2.21928948947187,0.00407963786155974,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14184,PR Woodland,07/31/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-15.9773928523153,-121.079789219325,81.9672131147541,3.1555,13.1185,3.049,2.2133578358975,5.5915741830942,0.706396443970215,25.2031687771291,0.00462222214977775,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14185,PR Hailstone,07/31/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-15.9926027140587,-121.114393456623,94.2622950819672,16.7777,8.0709,5.743,7.29265510450158,6.35814451921717,1.04249146696544,28.1546492447477,0.00889054065918218,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14235,PR Soapstone,09/21/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-15.7203047047722,-119.946707029451,28.6885245901639,1.8019,2.1451,0.5838,1.14569488178325,1.65550527538642,0.408379930026775,6.39777353172655,0.0231471462340709,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14236,PR Woodland,09/21/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.8970179938485,-126.971149746628,127.049180327869,4.271,24.4595,5.452,2.97818002933074,9.53325894409628,0.996543611398647,41.5100311555308,0.00803750322781927,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-14237,PR Hailstone,09/21/2018,12:00,Grab,Stream,MED added artificial times and type assignments,-16.1205216256701,-122.84651891991,102.459016393443,12.0217,14.1868,6.374,6.27934926190439,7.59539788900432,1.15513393599383,32.0029068126988,0.0178247207973781,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15126,PR Soapstone,10/16/2020,12:00,Grab,Stream,MED added artificial times and type assignments,-15.77,-118.2,19.36,1.6136,2.1266,1.462,1.16,1.388,0.423,4.67,0.01,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15127,PR Woodland,10/16/2020,12:00,Grab,Stream,MED added artificial times and type assignments,-17.02,-124.69,158.51,4.1958,21.3627,5.24,3.86,11.5,0.96,40.2,0.006,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15128,PR Hailstone,10/16/2020,12:00,Grab,Stream,MED added artificial times and type assignments,-16.57,-122.97,152.41,10.783,17.2677,6.59,5.85,8.1,1.36,38.7,0.015,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15130,PR Soapstone,11/24/2020,12:00,Grab,Stream,MED added artificial times and type assignments,-16.27,-120.34,19.37,1.79,2.1999,1.7,1.26,1.438,0.399,4.73,0.008,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15131,PR Woodland,11/24/2020,12:00,Grab,Stream,MED added artificial times and type assignments,-17.06,-125.16,144.4,4.5231,19.2097,5.202,3.18,8.16,0.95,36.2,0.005,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15132,PR Hailstone,11/24/2020,12:00,Grab,Stream,MED added artificial times and type assignments,-17.1,-125.19,146.31,8.8645,15.4387,4.816,4.62,7.8,0.95,36.5,0.01,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15144,PR Soapstone,01/30/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-16.8,-123.57,19.38,1.4289,2.1422,1.87,1.31,1.396,0.407,4.45,0.008,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15145,PR Woodland,01/30/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-17.57,-127.37,134.12,3.793,17.6661,5.183,2.97,7.74,1.05,35.2,0.005,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15146,PR Hailstone,01/30/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-17.45,-126.98,146.31,7.3359,16.3294,5.306,4.53,8.37,0.98,37.1,0.009,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15253,PR Soapstone,03/06/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-16.62,-123.18,16.56,1.6532,2.682,1.794,1.36,1.316,0.406,4.01,0.007,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15254,PR Woodland,03/06/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-17.12,-126.93,101.217631229236,4.5834,18.6642,4.289,2.73,6.58,0.82,30.1,0.005,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15255,PR Hailstone,03/06/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-16.88,-126.92,152.41,9.0915,13.9724,4.852,5.1,8.26,1.14,37.2,0.014,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15183,PR Soapstone,03/19/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-16.71,-122.94,16.17,1.7768,2.5613,1.762,1.47,1.29,0.42,3.85,0.0065,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15184,PR Woodland,03/19/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-17.49,-126.5,122.6,7.6396,17.5242,4.302,3.84,6.63,0.82,31.9,0.011,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15185,PR Hailstone,03/19/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-17.27,-126.08,140.22,11.774,15.5897,4.459,6.09,8.62,1.27,33.6,0.017,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15199,PR Soapstone,04/03/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-16.83,-123.91,14.8,2.1038,2.8562,1.848,1.52,1.3,0.447,3.75,0.005,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15200,PR Woodland,04/03/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-17.26,-125.55,85.35,6.9562,13.1173,3.875,3.6,5.57,0.8,26.1,0.011,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15201,PR Hailstone,04/03/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-17.18,-125.26,121.93,10.3009,14.2406,4.125,5.37,8.03,0.99,36.3,0.015,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15210,PR Soapstone,04/17/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-16.99,-124.66,14.59,2.9036,3.214,1.804,1.66,1.391,0.443,4.12,0.003,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15211,PR Woodland,04/17/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-17.22,-125.83,56.1638426966292,6.1405,12.655,2.643,2.47,4.02,0.67,18.3,0.006,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15212,PR Hailstone,04/17/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-17.12,-124.91,128.264267942584,8.4554,12.2035,3.331,4.88,7.45,0.8,35.2,0.013,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15227,PR Soapstone,04/30/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-17.5,-127.65,12.95,2.4604,3.2389,1.797,1.65,1.221,0.458,3.59,0.003,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15228,PR Woodland,04/30/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-17.35,-127.01,48.77,3.8293,7.1497,2.966,2.14,2.89,0.64,13.7,0.006,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15229,PR Hailstone,04/30/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-17.27,-125.67,63.5530344827586,6.9262,16.2482,3.1,3.45,5.1,0.75,19.9,0.009,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15231,PR Soapstone,05/10/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-17.77,-129.28,9.77,2.0275,2.11,1.621,1.17,0.876,0.426,2.67,0.002,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15232,PR Woodland,05/10/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-17.77,-128.8,27.4,3.6259,3.9038,2.322,1.83,1.92,0.63,8.6,0.004,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15233,PR Hailstone,05/10/2021,12:00,Grab,Stream,MED added artificial times and type assignments,-17.57,-128.08,48.4,4.8798,5.628,2.423,2.4,2.95,0.59,14.2,0.009,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
