Sample ID,ICPOES-notes-MED,Al_mg_L,Ba_mg_L,Ca_mg_L,Fe_mg_L,K_mg_L,Mg_mg_L,Mn_mg_L,Na_mg_L,P_mg_L,S_mg_L,Si_mg_L,Sr_mg_L,Zn_mg_L
RI25-1001,AS-061025-001,0.0084813120576724,0.0404967946262349,61.7538883215326,0.0466860309182148,4.3598248629028,17.8337231970056,0.12084345512982,639.791978910096,0.042445148796202,8.01128187634236,6.82959749454639,0.275829473644338,0.0111037605625891
RI25-1004,AS-061025-002,0.00466902909415621,0.0248055749424893,37.1959586147011,0.0290078188825495,4.14187046628259,17.5149720903207,0.0586635832732845,554.263622684027,0.0274000422755016,7.39807167696512,6.81881712139189,0.223650493828293,0.00678483027369022
RI25-1007,AS-061025-003,0.00694900145287431,0.044194454540589,60.4707462672575,0.0404022809135643,4.81571260906495,17.1107247306016,0.143683463656691,773.13700576047,0.0426398744273803,8.58915738557787,6.56722531549508,0.272088822503595,0.0229625177688722
RI25-1010,AS-061025-004,0.0152877976234755,0.0252220386673169,35.3361216611321,0.0407953196211524,3.19296076067641,12.3558642176126,0.0683358191827362,301.614506435845,0.0308072335701893,5.25216264479206,5.15749284178063,0.16616470785125,0.0315614800904542
RI25-1011,AS-061025-005,0.0121306629955101,0.0300292970824706,30.6650685625433,0.0554197389623728,3.60201800907877,9.10139995426068,0.0925508695282801,151.354671195982,0.0428192144109874,3.56624212182308,4.37241766845611,0.122542121884955,0.0258504953173663
RI25-1019,AS-061025-006,0.0350728992932442,0.01608167826827,30.046698685556,0.126698588146467,3.90213864150346,9.24888931935303,0.0637926101790694,68.6988251872306,0.0441424816199761,4.76316690126988,5.54029450716955,0.115551873409763,0.0180472797477962
RI25-1021,AS-061025-007,0.0244856002210615,0.0187455011661208,39.1459240371241,0.11467630504117,3.76221597380372,12.7817923214079,0.0662226972759199,103.30980311195,0.0387314589810484,6.44630776137857,6.28017779291538,0.15425555285121,0.00677658769321211
RI25-1024,AS-061025-008,0.00499358591908169,0.0299336586372625,53.3375364360996,0.0289517148317326,5.10841599592472,17.5280138216697,0.176125770650172,283.934919983705,0.0294757791606969,8.02642054593033,7.57392715441272,0.235019575872478,0.214101500810197
RI25-1030,AS-061025-009,0.00955816828964916,0.0187602927775057,35.4309992613574,0.0334674142153907,3.40271508035276,14.4357760253796,0.0636816506573585,169.346842140011,0.0231323177947707,6.29798861045839,6.51510660457787,0.156150108583438,0.0140231680713789
RI25-1031,AS-061025-010,0.0194882353018257,0.00263346439536283,4.17096652404853,0.0227861923018845,0.22135954952634,0.61462181260168,0.00618375789832626,0.768364021910876,0.00723693970987529,1.14302160752592,4.07822848733765,0.0251869309415361,0.0159902771599385
RI25-1033,AS-061025-011,0.0104884810746512,0.0198865760694454,53.1888916630217,0.0521556625622279,3.40306170328707,10.4075552890786,0.0667871118135,22.9455859683735,0.0336988133128507,8.73665802128005,7.13254710558054,0.259503540703184,0.0283190005295499
RI25-1037,AS-061025-012,0.0169368206205094,0.0216818979657739,46.8726152959824,0.0805422090063019,7.98075040372023,9.70619359934273,0.0491383987860295,21.0190054025551,0.255235402388361,8.3638820790843,6.5449123443751,0.218193040077121,0.0216376516977907
RI25-1043,AS-061025-013,0.0442511619769384,0.0030458213400952,3.02654865633611,0.0321427392495102,0.191750914761463,0.458382795229493,0.00841975794743414,0.517649241415519,0.00625995821175412,0.841589286458895,3.01551004475672,0.0174072086856622,0.0475016794663341
RI25-1063,AS-061025-014,0.109381510506663,0.00338781721052593,1.87430536537474,0.0775551692697198,0.44217001289688,0.284232805388596,0.0177487088897157,0.363654803454468,0.0224364956249886,0.561918017095589,1.90715395818112,0.0125691060462705,0.0114177274448686
RI25-1066,AS-061025-015,0.100409853804241,0.00364930248451628,2.10238524397886,0.0617485639864288,0.450439077687645,0.340205086521091,0.0142803091910668,0.383836617137969,0.00762029260026605,0.635572031435565,2.25815460457873,0.0128862133586331,0.0154434816724768
RI25-1068,AS-061025-016,0.0322110738893765,0.0225222664671469,38.2583672568171,0.0928160172076454,10.0650742220242,8.00027819819626,0.0515133149386092,17.9376435915578,0.291017137228396,7.14464945487833,5.90413753728699,0.172950327820829,0.0168277001818537
RI25-1072,AS-061025-017,0.0730089364495449,0.0206011883159924,29.4812389366373,0.188147785793283,10.010223452599,5.80241256657063,0.110398544380557,12.7667766294941,0.230387907768659,5.31041899194917,5.12454595585966,0.125720786397539,0.00532200764387134
RI25-1076,AS-061025-018,0.0337098243895724,0.0195929322675456,33.9249351391519,0.116506904641901,6.2480793012526,6.15967986082212,0.0604837238384027,12.6672605828189,0.131780480913914,6.34608554246141,5.87308798108956,0.146969380669101,0.00521449437155609
RI25-1077,AS-061025-019,0.0264119146821939,0.0211290307270727,45.2704809425351,0.122090935405888,4.4884432982344,8.02398520534142,0.0568106971891807,15.8869656842365,0.0693711699036979,8.38115671818207,7.07754307302086,0.203147708888939,0.00460966533318214
RI25-1078,AS-061025-020,0.0279243626064264,0.0238975737231687,46.0519772891585,0.0888583265599649,3.08575358762281,14.7950570587495,0.0739567954794208,165.906583931073,0.0300445023103091,6.30585903803789,6.66104375076615,0.190784673542567,0.00458593674967427
RI25-1082,AS-061025-021,0.0169323402503934,0.0246353706604701,48.0671084914151,0.0534601212082995,4.07830590081285,16.4557425624611,0.0858666155874733,175.71785290631,0.032453595208441,7.05086486206825,6.20869929967425,0.202021203759903,0.177302577579472
RI25-1088,AS-061025-022,0.00656443130872242,0.0214938764276427,40.1108240744967,0.0271018607379653,3.04894464034306,15.7480876667399,0.0642906252879564,166.168894170483,0.0296390918344714,6.68853165824213,5.75370248155824,0.17471725501592,0.000655271390644836
RI25-1089,AS-061025-023,0.0318723844658618,0.00415882146210153,3.27186310986956,0.0218658596475238,0.336380175047156,0.464174615836895,0.00317627614501882,0.562425773477991,0.0038478558945834,0.869466329806975,3.11049694825553,0.0183246015701001,0.0640454102745146
RI25-1092,AS-061025-024,0.0191598776880189,0.00369488058544713,3.65879334662664,0.0195938071114606,0.266980703344329,0.550942376787107,0.00177968198134751,0.684118630012769,0.00388147538238974,1.03284371635259,3.8246460746537,0.0213885413673585,0.0142607239572642
RI25-1096,AS-061025-025,0.0877333110446754,0.00340140986286658,1.99367100744553,0.0395077810950433,0.213233329214938,0.292337451905946,0.00461208548796405,0.375057285625518,0.00346721502725536,0.60895522913971,2.01964500523811,0.0124220726525519,0.00771613191227981
RI25-1100,AS-061025-026,0.0511288144801862,0.00266886235586202,2.41074513070011,0.0233122227315044,0.164585768698625,0.362609778404873,0.00274958327312697,0.422399480148748,0.00230375728303318,0.727153835243808,2.67902177335261,0.0142746943429805,0.00269490012612423
RI25-1104,AS-061025-027,0.0359541982363896,0.00325432508154496,3.04718211433691,0.0255387639441542,0.184130716190971,0.447002014292828,0.00436340997116604,0.505419669776665,0.00701995077797487,0.835743972882511,2.72283499131564,0.0180237696416292,0.000801341990886017
RI25-1108,AS-061025-028,0.0267419278078994,0.00298186565206689,3.91189303396633,0.0238099863589923,0.169308915863699,0.520631575437548,0.00725746214394617,0.555774409038569,0.00186349056783941,0.944642397254108,3.12059195677353,0.0223420203248082,0.00158195814447604
RI25-1109,AS-061025-029,0.00665658979483439,0.0299616326728005,55.4347035381111,0.0118693726109697,3.22948502841281,17.5123092232937,0.178426551059082,221.722281566804,0.0351463076121462,7.76991371722743,8.08038343275131,0.244557802849846,0.0184149910469105
RI25-1110,AS-061025-030,0.00656415255024554,0.0245098603886824,57.8103283209994,0.0179110127698245,3.23519431286504,11.8028895283741,0.035389203283852,55.5407828111041,0.0316227191874852,9.13284240712454,8.49867497622398,0.268574211597268,0.00455393276208598
RI25-1111,AS-061025-031,0.0126674720900835,0.00398391680023782,4.03730185244424,0.00763766204626096,0.218635949190643,0.60244190923028,0.00166633848194326,0.717976300296246,0.00251284009157953,1.15697566815387,4.09138987053165,0.0237166572146709,0.0571509565142312
RI25-1112,AS-061025-032,0.00844264487573014,0.00163792794458651,2.08239530002949,0.00853460944741011,0.555337896010912,0.672854084978792,0.00180540599885247,2.79161428014061,0.0589185094617445,0.319000171215353,1.61513276249999,0.010086773231093,0.0164660508676089
RI25-1113,AS-061025-033,0.0512764698798423,0.00505672073244975,5.76867796640229,0.0227123197248299,1.51046674993606,3.00894347882435,0.0115599926884761,12.6357123601275,0.35263866327542,1.19393749814484,5.79073167133884,0.0310008930696641,0.0388084230920984
RI25-1114,AS-061025-034,0.00243564749107548,0.00560893104069362,2.45004057491752,0.00334840074051223,0.215217200596977,0.424255990289439,0.00562843305624233,5.24864115602864,0.00784411095930328,0.450737028629754,0.467011065768259,0.00628093725003496,0.0160707268317587
RI25-1115,AS-061025-035,0.34351025154112,0.00424617495108219,0.311310064011197,0.0961438679861533,0.124891453142565,0.117381357762017,0.00165159703684786,0.127532164929982,0.00974262487403809,0.196826480405888,2.69107565167914,0.0024868839629022,0.017911759130375
RI25-1116,AS-061025-036,0.0354620646286075,0.0237414790824847,37.3338544826754,0.0257509398792981,0.528292767436512,4.97139774042044,0.00129786418945121,7.57597930699061,0.0951889752521298,15.696387208996,14.5822070208133,0.150206218490675,0.0134657431547053
RI25-1117,AS-061025-037,0.18370745876058,0.0107134878633691,7.62754182284029,0.163375547446333,1.48295451693214,1.4498504476483,0.00239778798685039,2.07107551894728,0.110365626784113,2.56488469012499,8.52293418302902,0.0401657668107341,0.0137187466824647
RI25-1122,AS-061025-038,0.104292274312715,0.0136803810290885,10.802080260442,0.189389551039068,2.10493155229986,2.2993039327885,0.0191114029293714,18.6876928930546,0.22843290142136,3.376826628973,7.89434743421026,0.0501513950053542,0.0616053772076994
RI25-1123,AS-061025-039,0.302230173900663,0.005087494871497,0.482012395003098,0.0942685608067847,0.400441140326505,0.114725286867467,0.00297309141363024,0.201120747249083,0.0105717148314338,0.230593321458091,2.37217692140535,0.00260587773045979,0.902381504079543
RI25-1124,AS-061025-040,0.0236952447995943,0.0237286878617453,37.4072599917519,0.0185475320278764,0.680912078855531,4.96384853356119,0.00227976032684713,7.18588163926732,0.0584645100820437,15.7769320818403,14.8139957762255,0.151496211928396,0.0298922816318826
RI25-1125,AS-061025-041,0.107948966158962,0.00818292520149122,13.0712436822085,0.0987472072965153,9.55718890005296,2.61499526690342,0.0148500470985387,0.452485822021034,1.40358265684637,1.06303871011562,4.80781440303856,0.0300979487763582,0.0598189309859664
RI25-1126,AS-061025-042,0.0187019697445046,0.00396236276603946,4.25853407849128,0.0156627154284537,0.315981964013072,0.633652646520205,0.00289724131701453,0.631484268724815,0.00500147220536555,1.1490498112041,4.14724129717971,0.0257187995074795,0.0185145677339779
RI25-1127,AS-061025-043,0.00342966577675587,0.00230124551001212,0.598009336370448,0.00483104829231974,0.492079488951174,0.0775429067471117,0.00199535866114255,0.859497027411647,0.0195512771904986,0.118865588602393,0.237596332069776,0.00122545341110423,0.0168399428814549
RI25-1128,AS-061025-044,0.0038193952825426,0.00195254259403879,0.163077771836281,0.00900568542591043,0.151347131228407,0.0274486027749156,0.00583303361948458,0.127284254568504,0.00484396512069695,0.130427970888621,0.111223546018091,0.00063834266169749,0.0101692750614954
RI25-1129,AS-061025-045,0.00381909897945935,0.00153551626137868,0.391985968776842,0.00443729342549315,0.538725712614256,0.0939338318174954,0.00177805035234127,0.231900390743295,0.0373200082462041,0.109219412322255,0.122360772249421,0.00108830248818947,0.00669413512197709
