Sample ID,ICPOES-notes-MED,Al_mg_L,Ba_mg_L,Ca_mg_L,Fe_mg_L,K_mg_L,Mg_mg_L,Mn_mg_L,Na_mg_L,P_mg_L,S_mg_L,Si_mg_L,Sr_mg_L,Zn_mg_L
RI25-1130,AS-061025-046,0.00355966107608272,0.00114121606334361,0.199072456993824,0.0050833171060747,0.210561964393195,0.0434694687978112,0.0190844100867291,0.352082325612979,-0.000390480116683708,0.0752870954599775,0.155664367719319,0.000807515251855864,0.00895141099743595
RI25-1131,AS-061025-047,0.00355464963744643,0.0318861255702216,49.6695598109063,0.0302096076440408,4.90910174028173,17.8051014117079,0.210027426162091,372.548856770657,0.028294025235832,8.16089010264603,7.97578375777844,0.253532325272266,0.244208511148268
RI25-1132,AS-061025-048,0.020419926475139,0.00443323934342439,4.98714756177296,0.0213735545121297,9.44596948773602,1.20607330720948,0.00376834503503844,3.89027238814901,0.516221778479183,0.579027796674627,0.695155027837233,0.0140370688651896,0.230574939764419
RI25-1133,AS-061025-049,0.00257498526867564,0.000406016015686306,2.14314368066845,0.00197609421165791,0.543924483790156,0.705251076812835,0.00500263885252183,10.3653520428217,0.0904386350627342,0.323447062157401,0.812398171475216,0.00818626276091756,0.0527958007589164
RI25-1134,AS-061025-050,0.0282400263167321,0.0425733450517471,65.3114561139992,0.0197929485308411,3.97807574007635,17.9797875610379,0.309162113892505,406.40967794184,0.0324333376224699,8.79344576643723,8.39462325904326,0.299075802672772,0.0701611668395652
RI25-1138,AS-061025-051,0.0284138345997545,0.0610137892336081,66.2545398054506,0.0237267728308863,5.01449785393361,17.514311956541,0.309017695348719,1039.46541844184,0.0302697397084505,11.8472851394291,7.17789922440731,0.328013310610636,0.0762882951246789
RI25-1143,AS-061025-052,0.00826607026632171,0.0447450189603302,57.2384815805902,0.125184887150599,4.45379210078714,17.201125704565,0.32478942000585,548.562659465729,0.041011066760614,8.09349415128609,6.28269145348297,0.261084291273469,0.0313157929669958
RI25-1144,AS-061025-053,0.0148000330177501,0.0034743442264724,4.4706442019486,0.0223348611801677,0.489301244349291,0.662739560521557,0.0162244210567755,1.10976894768278,0.00574810324995588,1.25233930782224,4.15764902521664,0.027026621154787,0.0139455333924194
RI25-1148,AS-061025-054,0.0139428222738531,0.00319931192744065,4.51198236488428,0.00847864013713091,0.20392156240033,0.665498736873467,0.00215907987956902,0.921552427436366,0.00538669400289612,1.24518014781601,4.18327177111569,0.027391097129379,0.011599380254694
RI25-1149,AS-061025-055,0.0126979744714284,0.0170906398524396,40.8953117300151,0.0875254301175799,4.17159436818663,9.2236175997607,0.0588404660565247,26.4269536398205,0.0374293255227123,8.43142560007537,7.13615163136324,0.199270774511479,0.234192078603535
RI25-1151,AS-061025-056,0.0693744565365894,0.00272184401299088,2.54275526707757,0.0291297552433859,0.530962993966881,0.3913885596534,0.0141755239319321,0.655409673279926,0.00419118517613633,0.734665691133105,1.44588175964572,0.0161157479191312,0.075775210720443
RI25-1154,AS-061025-057,0.0211181294227477,0.00423627116409271,5.15486718299593,0.024815899698318,0.657670189139642,0.748737945300011,0.00474581731661698,1.00335589869089,0.00525483648217368,1.37154819201473,2.33767229552952,0.0321221367559892,0.0704550531053906
RI25-1158,AS-061025-058,0.0625369176022393,0.00245584429242882,2.01043164771375,0.0243878075649715,0.511330207362226,0.297314919926725,0.00669704591127356,0.489570066041621,0.00498440344453433,0.570954356134975,1.37230130469415,0.0127554761086975,0.0663355319904094
RI25-1168,AS-061025-059,0.024042591645148,0.0134801504169022,22.7230507039778,0.0855215765193311,3.04769237971169,4.76745850549812,0.0322520444308399,11.455316419064,0.0610336297686517,4.0627270698082,4.19406338255835,0.10294724585951,0.0227208501391124
RI25-1169,AS-061025-060,0.0396520608502783,0.00395763384330841,2.9945534820503,0.0223937033927976,0.174946332761842,0.42667979130245,0.00499551493048242,0.559676595482497,0.00462015731013046,0.830056480899233,2.75155136525744,0.0186130309381133,0.00848954079798096
RI25-1171,AS-061025-061,0.0427416878569778,0.00281585674113898,2.78787355152407,0.0275748044421634,1.73687359472542,0.390129204695903,0.00604982079856678,0.957928916071342,0.00967740129015534,0.842515790301798,2.45161268043986,0.0173000528727916,0.341209450417935
RI25-1172,AS-061025-062,0.0271495793132488,0.00240651387666114,2.88512559989707,0.021648977165031,0.913972418980111,0.434474920561261,0.00452012325210481,0.647572314686508,0.00956050395732392,0.83979095782918,1.99968721266895,0.0171870084542289,0.152736043343338
RI25-1181,AS-061025-063,0.00553778064587499,0.0478915594239327,71.1426591625559,0.0410559638859827,4.16628662716169,23.7106117202646,0.345541010312075,446.472695181056,0.0434949232970824,8.55850597671221,8.05798569874238,0.320004419536244,0.0454222438598574
RI25-1182,AS-061025-064,0.00849100273586233,0.0188363746139602,43.122176484814,0.0751811444293779,3.3404119502001,9.03838043145902,0.066302171333648,27.241451298527,0.0488875367958694,8.20691972213249,7.14900575892086,0.207195348769798,0.0162875035399794
RI25-1183,AS-061025-065,0.0139129260871779,0.0034023637081787,4.35130449918243,0.00909210317677104,0.182053032927269,0.638458896858886,0.00260954866761826,0.778910015187182,0.0197199635885132,1.21711379744092,3.84485177440072,0.0267067794038097,0.00414684269201753
RI25-1184,AS-061025-066,0.0108761570753064,0.0443952254992548,67.4210620868038,0.0532336731789167,5.13240317665123,23.186640015031,0.328119007702879,436.931737049,0.041899200520751,8.46639678339049,7.60800786589501,0.303894754147608,0.22565993623335
RI25-1189,AS-061025-067,0.0125648379237759,0.0485109490070274,63.4363952844227,0.0420218476443939,4.94898136549881,21.5609401929327,0.331419100861207,522.925351820843,0.039700990198476,9.38161110043533,6.79481220572083,0.314082033947134,0.224724650398185
RI25-1194,AS-061025-068,0.0219519571551464,0.0199751309552987,25.8001539057531,0.149174433136655,3.36958912100208,8.79079885223306,0.19204269062174,143.042059715607,0.055511270593935,3.45298046899028,3.74460100559478,0.112101441593841,0.00308448666660934
RI25-1198,AS-061025-069,0.0212675466076864,0.0127990104342547,22.1717394745123,0.084267565605893,3.58018801648071,4.42333710608337,0.0409755543589327,11.0234807351383,0.0993085422801685,4.09870558356429,4.20500855103409,0.0987139555244346,0.00184045621217522
RI25-1199,AS-061025-070,0.00836647017034579,0.0218959301909526,29.234890909415,0.10945939253627,3.4595675911843,11.1155757504709,0.13107564812756,172.144678392232,0.041477203580401,4.34813758820915,4.2433774172377,0.132338357737324,0.0033564431857771
RI25-1200,AS-061025-071,0.00225136177214814,0.000912215680279963,1.88573587045601,0.00330615605200902,0.29920542380775,0.679363463978907,0.00528586413090034,2.72599185143812,0.0481668231898921,0.182541757523821,1.14221824890617,0.00745603269807833,0.00716739312264905
RI25-1201,AS-061025-072,0.0237250506291488,0.00425766896096124,3.52538032653245,0.0143214772341799,0.232424167727597,0.539838072406454,0.00227719544672884,0.689185927757119,0.0061969266760085,0.982613097157009,3.18142354274354,0.0206199409042248,0.0527793702765137
RI25-1202,AS-061025-073,0.0125072861337549,0.0143519988174014,31.9659786759245,0.0707585014398432,2.46520355536095,6.69177416765634,0.0222491754026907,15.7886781306764,0.0289039370490945,6.27239148914198,5.9094021166089,0.154495896206869,0.0176956296121753
RI25-1203,AS-061025-074,0.0118766767467586,0.0297109490064784,44.153575828676,0.040223519908126,3.19077377625683,16.4485849578003,0.138145730315142,225.602905478857,0.0313275186188668,6.02051757733667,5.93063558890429,0.200117214257795,0.0062868715789778
RI25-1204,AS-061025-075,0.0906798492881958,0.00300532625832344,1.88946851031852,0.0256773452077715,0.158398085567683,0.282978656879348,0.00781991087083223,0.552280822453907,0.00627349133681253,0.549582624431163,1.86561804560664,0.0119986594289822,0.00552823952512118
RI25-1205,AS-061025-076,0.0282961874684533,0.0149032779418359,25.038428529165,0.0839476790904132,3.40525971544648,5.40717831288022,0.0296294350083492,12.68346731078,0.0487442788118446,4.83970788083277,4.74301663890943,0.116951615680244,0.00407805925721701
RI25-1206,AS-061025-077,0.104304335542604,0.00300761269633614,1.86872442345225,0.0283963036145458,0.517308788875027,0.277360642379706,0.00614188532514731,0.492883692057645,0.00616753437033038,0.566775616110288,2.13743252189181,0.011873552245435,0.0759773240667166
RI25-1210,AS-061025-078,0.0606319109211144,0.00290619085976893,2.58624214664344,0.0227502589221641,0.429735392708427,0.379708822500472,0.0138953007603043,0.559257175881316,0.00362824611439803,0.761558265919885,2.75914551476054,0.0157140504798523,0.0725108049078228
RI25-1214,AS-061025-079,0.0997649504729936,0.00296351261869099,1.86335878788129,0.0202660462142286,0.500292543548238,0.270973656692082,0.00460385303988679,0.442903062305972,0.00596487676232828,0.569095171963901,2.10339792229402,0.0113778923012058,0.0679377155765362
RI25-1215,AS-061025-080,0.0264419937139355,0.00362052536197555,3.83652960856689,0.0188228490055357,0.503608942675776,0.55573110098786,0.00626132005973376,0.731728153347378,0.00347172620051953,1.14895548549161,3.11463922238103,0.0233038528736529,0.120820655210148
RI25-1216,AS-061025-081,0.0244247177249534,0.00360763538444263,3.64333866216179,0.0141448718455678,0.488606750076906,0.531480110897974,0.0109623865585995,0.682835057039442,0.00483744414333781,1.04299337245987,2.99340882654308,0.0218605883486798,0.124805338062598
RI25-1217,AS-061025-082,0.0251385465197418,0.0041458064119724,4.25872441464394,0.0254581871476977,0.535012199188376,0.629207733571181,0.0310071155585199,0.804403894543082,0.00444778529791844,1.17434862293184,3.26970838836472,0.0262623091149711,0.0709904355306429
RI25-1218,AS-061025-083,0.0453110971537579,0.00190823543618927,0.905585694640973,0.0172491458773217,0.426513256805733,0.130727363299819,0.00329433695049749,0.209071350631324,0.00365511380222351,0.285676550438144,0.705524931342878,0.00607417643968606,0.0677554940662352
RI25-1219,AS-061025-084,0.0527768453165105,0.00337109906653165,2.82272012981563,0.0176125230082877,0.760601568906782,0.416704575925193,0.00539969368868396,0.592885086673704,0.00780611233518487,0.837248836628558,2.12887255350338,0.0170905455655273,0.0692083116823287
RI25-1220,AS-061025-085,0.0308535395517281,0.00404049486275996,3.0692531680387,0.0129507767931827,0.446848372644924,0.461263531387287,0.00454028250547492,0.59971711758944,0.00708800415454486,0.895602254173808,1.99692854571169,0.0182520856095621,0.067801905670444
RI25-1221,AS-061025-086,0.0448002467931671,0.00185509196176546,1.2648148961469,0.0180287041223276,0.41475616333193,0.172456750525717,0.00361444573973631,0.291334796550104,0.00419148493471559,0.400188091847113,1.14813600872724,0.00808298295749757,0.0658388023903313
RI25-1226,AS-061025-087,0.00712561628517325,0.027144797874997,44.9356760397765,0.0927488980082975,2.548208669889,15.2979889315258,0.19181121987292,209.239377376469,0.0354932990736835,6.10158626886811,5.70857162982107,0.194801645960583,0.0180124594287082
RI25-1227,AS-061025-088,0.018329827298502,0.000855406743498412,1.05126461350751,0.00986353109718576,0.594047623044881,0.294648750317538,0.0140500260465246,0.906987291608009,0.0120155874002578,0.300303855810626,0.1981908582859,0.00558406681269275,0.0509245017605753
RI25-1228,AS-061025-089,0.0121497666038943,0.00234578944415812,1.1216511729118,0.0106527241176964,0.750696603622076,0.277737044107506,0.0100103480278188,0.723701940358386,0.0344458136771672,0.137375946609836,0.186822453494061,0.00498075380784143,0.0269275473725334
RI25-1229,AS-061025-090,0.00711691697618258,0.000854701194621426,0.405398585281557,0.00742446436457894,0.487547030439495,0.116653337932215,0.00910867096249154,0.337633722564304,0.0145816444168773,0.141262966888262,0.173011848006445,0.00232251130285452,0.0165948878584498
RI25-1230,AS-061025-091,0.0169517455685153,0.00228449610577455,1.27565818036987,0.0144955578055677,0.755043635361557,0.468033026260817,0.0071920655388572,0.924824089584703,0.023840136837084,0.081996201329727,0.368928661744995,0.00728218401873735,0.00388178671059995
RI25-1232,AS-061025-092,0.0299034168592539,0.00319347171890096,3.18070524870376,0.0534736682248434,0.179043618906967,0.476053793260232,0.00582346827466956,0.56975649904155,0.0069797221877421,0.905218543684765,3.11022823668501,0.0199623059604306,0.00317790471642566
RI25-1238,AS-061025-093,0.0525108057021434,0.00210970070622773,2.01002773741847,0.032086941665418,0.116138323020737,0.277173921297911,0.00920796039382467,0.373959133498145,0.00458394677581764,0.573681073423413,1.81594946518661,0.0132839140662846,0.00312007840793117
RI25-1245,AS-061025-094,0.0148240869523592,0.0153335819372121,28.79254385396,0.0462708967840033,2.3198831715291,6.0264762357121,0.00197809695027658,13.4832624594098,0.0362180840134745,5.73528289492305,5.93336885469821,0.1395019613578,0.0078304832444535
RI25-1250,AS-061025-095,0.015521913093915,0.013799486158659,28.1846544121261,0.0453507342952041,2.80533286178506,5.70922608836162,0.00323316443887468,12.0726128753181,0.0336465758249266,5.22272121604563,5.44147857343051,0.129300656099922,0.00204382210711056
RI25-1261,AS-061025-096,0.00706678205763823,0.0284185101063078,49.5932098059491,0.051664466976574,2.34202599432851,14.3519690868186,0.0938628401645812,189.240438146443,0.0318097159808405,6.13721002638455,5.63482263172187,0.197129219891352,0.0462351428027325
RI25-1262,AS-061025-097,0.0177931068283098,0.0202904829352872,35.8786426072109,0.0632580741914537,4.29853166977444,7.35013036544509,0.0101272256491929,25.6217747331431,0.0511580587312288,6.42356200158581,5.82288267679657,0.159749038611293,0.0081483464655327
RI25-1265,AS-061025-098,0.0133578812787467,0.0290592868819556,50.4765321115148,0.0278382770332471,2.61754667960225,15.7074751276184,0.0125533073084137,215.753134300114,0.0318726473244017,6.24181892907996,6.09284622065931,0.216012474959098,0.0051498016337439
RI25-1269,AS-061025-099,0.0188226165481802,0.0250776415182679,44.106495279878,0.0443856118419439,2.29814884321897,13.7843774876906,0.00479383365708447,169.773540329855,0.027182348730683,5.09745026350595,5.82545225048238,0.18375461326689,0.00965312824390593
RI25-1273,AS-061025-100,0.00746187347183781,0.0246769582979236,43.6565385497056,0.0545616336407328,2.33301540181738,13.5201285169062,0.06605714763499,179.643274489474,0.0245414709981533,5.21821691610352,5.6859188438194,0.184865389699341,0.0291679269587239
RI25-1278,AS-061025-101,0.00976117379699609,0.0252231381485017,45.0198429337836,0.0831404463078281,2.31637050766984,14.0064454557126,0.0481346489147027,185.717257804978,0.0303893718731855,5.71041217794686,5.26367408890495,0.184660676729767,0.00660853815917441
RI25-1281,AS-061025-102,0.0057928440202968,0.0305552916205909,52.7342444036708,0.0423572469794294,2.64216990979449,17.5531925643971,0.0883771004791122,239.043566303302,0.0318154097128957,7.55734903384709,5.39985323339778,0.228480103869332,0.00721932426976796
RI25-1282,AS-061025-103,0.0147642474249661,0.0137586807909056,29.282699837962,0.0417459772322199,2.22017533642945,5.46444734201751,0.00117199129984649,13.2139756820314,0.0246896108381832,5.00725537330327,5.05331324079296,0.1329884290986,0.00326315826132694
RI25-1283,AS-061025-104,0.0116827715939919,0.017979117459887,38.0960197202654,0.0361622486246047,2.43856364441414,7.02105739713291,0.00123898909312297,17.3339491018183,0.0302538962866445,6.46086832415303,6.22888636021446,0.173180953069529,0.00257463102510991
RI25-1284,AS-061025-105,0.0101416253977062,0.0168806531892167,37.5891228917646,0.0384557183884101,2.20152477288636,6.97878648867797,0.00238548215732389,16.1255244227731,0.0250501843972445,6.40214366916121,6.20119032099373,0.173791700251461,0.00253208199817251
RI25-1285,AS-061025-106,0.0164963188468922,0.0158402430112792,27.9315818317438,0.0503330385832782,2.99758733307443,5.48562940203862,0.00106078790038679,12.6417062823417,0.0362700970418009,4.94566730877515,4.86737500769646,0.122845552563918,0.00313364270139758
RI25-1286,AS-061025-107,0.0196330946261334,0.00486661769432418,4.70371684514793,0.0263091477739987,6.24344686158433,1.22193633386238,0.00109618042975881,2.70910237928903,0.359538157366964,0.440284955614656,0.536106316371191,0.0137741117522103,0.0172401564022104
RI25-1287,AS-061025-108,0.00375981518444796,0.000894447681929985,1.94346669704879,0.00577691333573392,0.58941927607672,0.640358534165793,0.0035080847051434,2.11162396780117,0.0228083866500874,0.18069603184567,1.65398643420911,0.00999829701838458,0.0076269883562921
RI25-1288,AS-061025-109,0.0206062939539302,0.0206602268282388,37.3534551404776,0.0196978101604263,0.260458420965447,5.19866547645978,0.00306953631168197,7.4256838671046,0.0891658278457207,11.6386971004496,14.2149798291812,0.147434582450313,0.00756804502588918
RI25-1289,AS-061025-110,0.172333779991541,0.0124023605296914,8.8898938853751,0.160410675821434,0.920598577285501,1.73723820087858,0.00324330060419524,2.23317605208635,0.08662352501668,2.36938356664775,8.83032090153328,0.0460506709335277,0.0107114344017018
