Sample ID,Site,Date,Time,Type,Type2,Index-notes,d18O,dD,HCO3_mg_L,Cl_mg_L,SO4_mg_L,Si_mg_L,Na_mg_L,Mg_mg_L,Al_mg_L,K_mg_L,Ca_mg_L,Mn_mg_L,Fe_mg_L,ICP-notes
12403,PR Woodland,03/08/2016,252:00:00,Grab,Stream,MED added artificial times and type assignments,-16.26,-124.4,94.8,9.5336,21.9759,4.353,5.43880850326083,8.59600250637871,0.00277108852944939,0.982292258291728,31.3157162512724,0.0124761376213729,0.0194156032745422,Replaced any <DL limit values with NA
12404,PR Hailstone,03/08/2016,276:00:00,Grab,Stream,MED added artificial times and type assignments,-15.56,-123.4,114.7,12.789,13.6681,4.346,6.38299414846318,7.01643618208408,0.00149648711150177,1.02606882417951,24.5503398954476,0.0207535021229723,0.0713009182843118,Replaced any <DL limit values with NA
12406,PR Soapstone,03/22/2016,300:00:00,Grab,Stream,MED added artificial times and type assignments,-14.68,-118.2,12.3,2.7417,2.4872,1.636,1.5173946278287,1.04228228321376,0.0194842035184467,0.316621250151663,2.79214340837591,0.00585475197621084,0.0587345618037863,Replaced any <DL limit values with NA
12407,PR Woodland,03/22/2016,324:00:00,Grab,Stream,MED added artificial times and type assignments,-15.35,-121,68.7,8.1279,11.4978,3.68523464683282,4.26051999347806,4.7253410762641,0.00498001239596896,0.621050134946583,17.7468306787778,0.00841501379534529,0.0417799588979107,Replaced any <DL limit values with NA
12408,PR Hailstone,03/22/2016,348:00:00,Grab,Stream,MED added artificial times and type assignments,-15,-121.5,97.8,12.0735,12.3699,4.17020898345154,6.24967522727023,6.81490340312064,0.00168395512902797,1.13659169182331,24.0043681666844,0.0179628029976092,0.0700023713141778,Replaced any <DL limit values with NA
12409,PR Soapstone,04/07/2016,372:00:00,Grab,Stream,MED added artificial times and type assignments,-15.13,-119,12.6,2.8992,2.5963,3.47126953589845,1.99564541294993,1.06792966696476,0.062247799138187,0.498345044625463,3.01996682097044,0.00577671641515,0.102168942291305,Replaced any <DL limit values with NA
12410,PR Woodland,04/07/2016,396:00:00,Grab,Stream,MED added artificial times and type assignments,-15.16,-122.6,68.7,8.0206,8.83,3.58883800118507,4.38664015046846,3.85651907131226,0.013970833307771,0.675019664918294,14.7485590689552,0.00838524038576893,0.0592273777537038,Replaced any <DL limit values with NA
12411,PR Hailstone,04/07/2016,420:00:00,Grab,Stream,MED added artificial times and type assignments,-15.68,-122.3,96.6,10.6425,10.6546,3.63281193615545,5.55276424360549,5.97699016390369,0.00281096231527015,0.792039369778485,21.4841695841465,0.0143352285418791,0.0518954112510367,Replaced any <DL limit values with NA
12452,PR Soapstone,04/14/2016,444:00:00,Grab,Stream,MED added artificial times and type assignments,-15.54,-121.1,10.7,2.486,2.5204,1.823,1.66781120455816,0.935652884919427,0.0938067297161791,0.392686863398625,2.7706369159428,0.00461230789655301,0.117416807196145,Replaced any <DL limit values with NA
12453,PR Woodland,04/14/2016,468:00:00,Grab,Stream,MED added artificial times and type assignments,-15.28,-123.2,46.2,4.6475,5.4408,2.783,2.8453239256368,2.53047122622064,0.0652636963186482,0.567713819876023,10.0137105365133,0.00809592010711729,0.111999083734508,Replaced any <DL limit values with NA
12454,PR Hailstone,04/14/2016,492:00:00,Grab,Stream,MED added artificial times and type assignments,-15.31,-123.3,77.6,6.4305,7.8314,3.123,4.20685088291042,4.5828884327223,0.0147388928293842,0.707619177005138,17.7549908775767,0.0124280416262581,0.0677271185595023,Replaced any <DL limit values with NA
12463,PR Soapstone,04/21/2016,516:00:00,Grab,Stream,MED added artificial times and type assignments,-14.95,-122,11.1,2.1387,2.1617,1.99175821985396,1.57580176756351,0.90943364403067,0.0905677545198542,0.37722668283684,2.70087838124378,0.00391752600749823,0.120645023736532,Replaced any <DL limit values with NA
12464,PR Woodland,04/21/2016,540:00:00,Grab,Stream,MED added artificial times and type assignments,-15.4,-122.6,52.3,4.4734,5.8732,1.9841124260355,2.86930784976127,2.81821985463205,0.0457695252340194,0.56863305274873,11.152526115658,0.00611202466491097,0.0867557566181048,Replaced any <DL limit values with NA
12465,PR Hailstone,04/21/2016,564:00:00,Grab,Stream,MED added artificial times and type assignments,-15.26,-121.8,84.2,6.0429,7.7306,2.98891693945967,3.63460591330452,4.64901973451821,0.0130190561399877,0.644325973768437,18.1226070176903,0.00948959764098,0.0598267633024119,Replaced any <DL limit values with NA
12482,PR Soapstone,04/28/2016,588:00:00,Grab,Stream,MED added artificial times and type assignments,-14.98,-122,11.2,2.399,2.2693,1.633,1.5540616622248,0.894043563833851,0.0605816057953996,0.369694360889134,2.72720245918137,0.00326842470839292,0.0711228593869335,Replaced any <DL limit values with NA
12483,PR Woodland,04/28/2016,612:00:00,Grab,Stream,MED added artificial times and type assignments,-15.31,-123.5,48.6,4.9731,5.3183,2.593,2.97643400485285,2.64108464416965,0.0456750681365514,0.537593005009725,10.6991083467194,0.00638206532829064,0.0865018024243673,Replaced any <DL limit values with NA
12484,PR Hailstone,04/28/2016,636:00:00,Grab,Stream,MED added artificial times and type assignments,-15.38,-121,69.4,6.3606,7.1178,3.3500289632041,3.60765788369114,4.28255376796659,0.0182673619369586,0.608626424955512,16.6763773151732,0.00984545823139467,0.0640859326430503,Replaced any <DL limit values with NA
12486,PR Soapstone,05/04/2016,660:00:00,Grab,Stream,MED added artificial times and type assignments,-15.4,-122,13.1,2.3321,2.1186,1.86194059791606,1.67545949841878,1.04280856973815,0.117958610084052,0.452094288776656,3.22572794535504,0.00468258609744157,0.140423367462803,Replaced any <DL limit values with NA
12487,PR Woodland,05/04/2016,684:00:00,Grab,Stream,MED added artificial times and type assignments,-15.2,-122.7,51.3,2.7652,4.8286,2.639,2.46941270352245,2.43146690306515,0.040232021805126,0.543345885064257,10.0130230089624,0.00590411958118434,0.0752519482041364,Replaced any <DL limit values with NA
12488,PR Hailstone,05/04/2016,708:00:00,Grab,Stream,MED added artificial times and type assignments,-15.12,-121.5,84,4.2469,6.6964,2.88518249049985,3.23340286457564,4.21598556358992,0.0171796007308954,0.634726314449016,16.8486878016304,0.0103952843562377,0.0651959117458946,Replaced any <DL limit values with NA
12513,PR Soapstone,05/12/2016,732:00:00,Grab,Stream,MED added artificial times and type assignments,-16.09,-119,16.3,1.5988,2.1055,1.667,1.19912123152631,1.07209110041718,0.0834878999673235,0.368377193026125,3.85820587681082,0.0027146811422212,0.0755473041844412,Replaced any <DL limit values with NA
12514,PR Woodland,05/12/2016,756:00:00,Grab,Stream,MED added artificial times and type assignments,-16.19,-118.7,46,3.4411,3.4563,2.78632940487805,2.31322410015947,2.28878313957264,0.0571526207996841,0.51312006132655,9.75606347801023,0.00553378191583342,0.0743071442152444,Replaced any <DL limit values with NA
12515,PR Hailstone,05/12/2016,780:00:00,Grab,Stream,MED added artificial times and type assignments,-16.02,-118.1,61,5.9501,5.5093,3.17939270215044,3.5518072469989,3.66106845460838,0.0274153426194618,0.569317414754847,15.1820697192444,0.0187756182679109,0.0662437895575331,Replaced any <DL limit values with NA
12519,PR Soapstone,05/18/2016,804:00:00,Grab,Stream,MED added artificial times and type assignments,-15.68,-117.7,15,1.5994,1.8508,1.89786285150469,1.07736266170554,0.920506926145817,0.117726477865874,0.335247044029173,3.30673855684667,0.00343266158566491,0.122825098754669,Replaced any <DL limit values with NA
12520,PR Woodland,05/18/2016,828:00:00,Grab,Stream,MED added artificial times and type assignments,-15.89,-118.4,48.2,2.8254,2.675,2.69789787089248,2.28795561993579,2.0741890304687,0.0671685077595878,0.512148378583669,9.15143912324557,0.00541458919979917,0.0878962250605923,Replaced any <DL limit values with NA
12521,PR Hailstone,05/18/2016,852:00:00,Grab,Stream,MED added artificial times and type assignments,-15.81,-118.1,58.5,4.9125,4.3081,3.05307420409733,2.98570066172178,3.10587725729703,0.0403953300768512,0.541627687978263,13.0273030431784,0.0167555826082823,0.091044985687322,Replaced any <DL limit values with NA
12551,PR Soapstone,05/26/2016,876:00:00,Grab,Stream,MED added artificial times and type assignments,-15.81,-117.6,36.6,1.5877,2.0006,1.75433838017824,1.10161756838127,2.04107919259981,0.0692010205248681,0.337996889424553,8.96524500963194,0.00335534965917263,0.0761571425778789,Replaced any <DL limit values with NA
12552,PR Woodland,05/26/2016,900:00:00,Grab,Stream,MED added artificial times and type assignments,-15.55,-117.7,38.2,2.6635,3.046,2.8310802962963,1.85430709699035,2.09935549617846,0.0563751038399846,0.456537603506206,9.09437185370045,0.00534385280374587,0.0720291631270293,Replaced any <DL limit values with NA
12553,PR Hailstone,05/26/2016,924:00:00,Grab,Stream,MED added artificial times and type assignments,-15.71,-118.8,60.1,3.2514,4.1219,2.7987114921781,2.07379444406688,3.23124405474475,0.0402299792400748,0.461298739728155,13.5092272408046,0.00817874242881088,0.0696373190253156,Replaced any <DL limit values with NA
12601,PR Soapstone,06/09/2016,948:00:00,Grab,Stream,MED added artificial times and type assignments,-15.54,-119.7,23.2,1.0105,1.3427,1.157,0.752891529299193,1.08060505811092,0.0940946977781529,0.310622322758094,5.01369407571573,0.00346235651827827,0.0774993548939367,Replaced any <DL limit values with NA
12602,PR Woodland,06/09/2016,972:00:00,Grab,Stream,MED added artificial times and type assignments,-15.51,-120,18.1,1.5207,1.8879,1.684,1.0290698417456,1.09975805069028,0.060706876016656,0.355544409922357,5.16008475933652,0.005229607270895,0.070756962856803,Replaced any <DL limit values with NA
12603,PR Hailstone,06/09/2016,996:00:00,Grab,Stream,MED added artificial times and type assignments,-15.42,-119.5,43.6,2.1753,2.4241,1.807,1.52586160545189,2.15241191493159,0.0538332861709613,0.440146619878242,10.1817512967104,0.00615911716855986,0.0745341077214113,Replaced any <DL limit values with NA
12605,PR Soapstone,06/16/2016,1020:00:00,Grab,Stream,MED added artificial times and type assignments,-15.26,-120.6,22.7,1.0174,1.4444,1.214,0.870677743888047,1.02680507661077,0.0613498759818544,0.320599682689865,4.37703887411304,0.00343115613656234,0.075916659601302,Replaced any <DL limit values with NA
12606,PR Woodland,06/16/2016,1044:00:00,Grab,Stream,MED added artificial times and type assignments,-15.72,-120.2,30.77,2.015,2.6673,2.30887385928761,1.52116645650463,1.54774537702766,0.0481939971082131,0.432169761985779,6.9933462110684,0.00638743536942351,0.0799651390769379,Replaced any <DL limit values with NA
12607,PR Hailstone,06/16/2016,1068:00:00,Grab,Stream,MED added artificial times and type assignments,-15.19,-120.9,58.7,3.8373,3.0475,2.71815273514364,2.68921210528057,2.80782511939448,0.0308965830127659,0.498461489296971,12.1909989966329,0.0200840725038168,0.143385814423557,Replaced any <DL limit values with NA
12621,PR Soapstone,06/24/2016,1092:00:00,Grab,Stream,MED added artificial times and type assignments,-16.12,-118.3,11.7,0.8581,1.401,1.36444140330531,0.929027696348588,0.691116637241531,0.0450050113551781,0.353811977278356,2.39196935028443,0.00451148578174189,0.0621926576610207,Replaced any <DL limit values with NA
12622,PR Woodland,06/24/2016,1116:00:00,Grab,Stream,MED added artificial times and type assignments,-16.19,-119.2,47.8,2.2567,4.2141,2.62591956074125,1.73183631825054,2.24830946770054,0.0279758017449155,0.526118402419812,9.86249123387567,0.00724988332738444,0.0717830886636625,Replaced any <DL limit values with NA
12623,PR Hailstone,06/24/2016,1140:00:00,Grab,Stream,MED added artificial times and type assignments,-16.01,-119.2,61.8,3.2981,4.4927,3.01944734933856,2.39434141033132,3.47728142861216,0.0179626708244203,0.578922010937197,14.728075186112,0.0141720373048398,0.0959429711382898,Replaced any <DL limit values with NA
12660,PR Soapstone,07/01/2016,1164:00:00,Grab,Stream,MED added artificial times and type assignments,-15.63,-116,14.6,1.2982,1.6109,1.252,0.964489983114754,0.946361030911027,0.0574060651357854,0.403454948188521,3.36547747745128,0.00566830377399681,0.0678823257129527,Replaced any <DL limit values with NA
12661,PR Woodland,07/01/2016,1188:00:00,Grab,Stream,MED added artificial times and type assignments,-15.99,-119.1,58.1,0.9129,9.297,2.615,1.68959647956103,3.00152320220974,0.0234942960742598,0.540261233127706,13.775415953298,0.00678800346994208,0.0674433415210488,Replaced any <DL limit values with NA
12662,PR Hailstone,07/01/2016,1212:00:00,Grab,Stream,MED added artificial times and type assignments,-15.73,-115.8,68.8,2.6043,5.6284,4.044,2.9577185267556,3.72856158889905,0.0126459523648311,0.747407712947307,16.4931264313155,0.014483912123828,0.137519686981432,Replaced any <DL limit values with NA
12678,PR Soapstone,07/14/2016,1236:00:00,Grab,Stream,MED added artificial times and type assignments,-15.25,-114.2,16.3934426229508,1.1828,1.3288,1.173,0.885753945643354,0.976645752398696,0.0401546809334952,0.340486392730852,3.47632713085152,0.00757427697787321,0.101142077225217,Replaced any <DL limit values with NA
12679,PR Woodland,07/14/2016,1260:00:00,Grab,Stream,MED added artificial times and type assignments,-15.92,-120.6,81.9672131147541,4.4567,11.2755,3.298,2.70705872650175,5.25104458459732,0.00914736742740009,0.678239838671502,23.0878474494995,0.00645654456413031,0.0685314768168174,Replaced any <DL limit values with NA
12680,PR Hailstone,07/14/2016,1284:00:00,Grab,Stream,MED added artificial times and type assignments,-16.05,-118.79,81.9672131147541,9.9389,8.0336,5.247,4.88245907936199,5.85646191675609,0.00225160561836665,0.809655006314871,24.5109045311514,0.0155350255587474,0.101579776122596,Replaced any <DL limit values with NA
12684,PR Soapstone,08/09/2016,1308:00:00,Grab,Stream,MED added artificial times and type assignments,-15.15,-113.3,12.2950819672131,1.4058,1.1562,0.9108,0.856486233486567,0.773965122907952,0.0293194791090798,0.256473002804364,2.89345817544228,0.00732923056735807,0.0988362953253709,Replaced any <DL limit values with NA
12685,PR Woodland,08/09/2016,1332:00:00,Grab,Stream,MED added artificial times and type assignments,-16.09,-118.8,85.7,3.7129,11.8177,2.905,2.34729747895549,5.80114820282106,0.00820229515968026,0.634939560753237,24.9352353394524,0.00565412156787428,0.0813815497496024,Replaced any <DL limit values with NA
12686,PR Hailstone,08/09/2016,1356:00:00,Grab,Stream,MED added artificial times and type assignments,-15.49,-117.8,111.6,11.7554,8.6954,6.301,5.9334434753621,6.46023021963776,NA,1.08372375479408,26.9083376685115,0.013481120757197,0.129229118472283,Replaced any <DL limit values with NA
12704,PR Soapstone,09/09/2016,1380:00:00,Grab,Stream,MED added artificial times and type assignments,-14.2499117713814,-104.539992746178,12.2950819672131,0.702,0.9322,0.8205,0.677382273138378,0.700109687251113,0.0234074254131799,0.283992888686969,2.48586753019965,0.00539995513795903,0.0759498798308643,Replaced any <DL limit values with NA
12705,PR Woodland,09/09/2016,1404:00:00,Grab,Stream,MED added artificial times and type assignments,-15.9243891196215,-115.240306282175,85.4746888277512,2.4499,11.5269,2.868,2.08660401560179,5.39119362407359,0.00675051148855055,0.719712937285449,22.641839815773,0.00565841835458343,0.0577865337214631,Replaced any <DL limit values with NA
12706,PR Hailstone,09/09/2016,1428:00:00,Grab,Stream,MED added artificial times and type assignments,-16.2302984133507,-119.006103456665,94.2622950819672,6.9663,12.0905,4.89,4.2222044442932,6.5385046829118,NA,1.00552239054344,27.0925852669069,0.0112761116342948,0.100304894515487,Replaced any <DL limit values with NA
13261,PR Soapstone,12/02/2016,1452:00:00,Grab,Stream,MED added artificial times and type assignments,-16.0146410785465,-116.605695005401,15.7,1.9193,2.1086,1.532,1.22495695174894,1.17801341339051,0.015373984089844,0.375379411167258,3.71241164665987,0.0070694840048187,0.0402690687024823,Replaced any <DL limit values with NA
13262,PR Woodland,12/02/2016,1476:00:00,Grab,Stream,MED added artificial times and type assignments,-17.1194389972778,-122.105469292655,103.1,4.4656,17.8142,4.099,2.99688475405869,7.19825286974691,0.00345977225291468,0.826496445938374,29.8859032146664,0.00790564069453556,0.0348861841585399,Replaced any <DL limit values with NA
13263,PR Hailstone,12/02/2016,1500:00:00,Grab,Stream,MED added artificial times and type assignments,-16.8885358191983,-121.826856444004,142.8,6.9648,12.9138,4.183,4.15597542508733,8.26561023651609,NA,0.872982270062255,32.7408728099291,0.0156066777335053,0.0658484188268599,Replaced any <DL limit values with NA
13350,PR Soapstone,02/25/2017,1524:00:00,Grab,Stream,MED added artificial times and type assignments,-15.3396432587862,-115.585398860425,15.5,2.1233,1.7716,1.58,1.21620799257027,1.01962247126943,0.0454381302924784,0.361557545079339,3.40109556537144,0.00556456549751514,0.0923886242645547,Replaced any <DL limit values with NA
13351,PR Woodland,02/25/2017,1548:00:00,Grab,Stream,MED added artificial times and type assignments,-16.5752074539526,-123.427856897124,100,12.1875,16.6139,3.745,5.54987679436114,6.4411201166884,0.0111234030290659,0.790918836599837,26.1145611281036,0.00980171092070323,0.0509355102562243,Replaced any <DL limit values with NA
13352,PR Hailstone,02/25/2017,1572:00:00,Grab,Stream,MED added artificial times and type assignments,-16.4606258042458,-125.228004131432,117.8,44.5615,16.8623,5.396,18.0037387170115,7.67507740865619,0.0016287800430694,0.887010964498964,32.5482495753923,0.102888406873776,0.0720361040674691,Replaced any <DL limit values with NA
13376,PR Soapstone,03/17/2017,1596:00:00,Grab,Stream,MED added artificial times and type assignments,-16.1218102644112,-117.004142967076,12.6,3.1186,1.788,1.693,1.60461469355787,0.927182172180487,0.111983421182316,0.370947395444513,2.96210049772345,0.00370842446301496,0.132960725741405,Replaced any <DL limit values with NA
13377,PR Woodland,03/17/2017,1620:00:00,Grab,Stream,MED added artificial times and type assignments,-16.83104177145,-122.634597838688,44.2986908614073,12.7906,5.8143,2.784,5.70484835066367,3.06330512159088,0.0637027252602828,0.629827449198862,13.2437493364373,0.00793307208823278,0.0959551034607471,Replaced any <DL limit values with NA
13378,PR Hailstone,03/17/2017,1644:00:00,Grab,Stream,MED added artificial times and type assignments,-16.8236157473592,-123.302027213422,72.8235440316358,20.6013,9.1951,,7.89428393240102,5.36358687516988,0.00981333449505266,0.848866902929433,22.2393362958578,0.0210848784317734,0.0488921407581232,Replaced any <DL limit values with NA
13380,PR Soapstone,03/31/2017,1668:00:00,Grab,Stream,MED added artificial times and type assignments,-16.6855583195648,-125.317463658895,11.9728445828716,1.9754,1.7003,1.656,1.29737531966556,0.883917817776138,0.0884826793836987,0.356774234123353,2.86758036286601,0.00293357989668871,0.0952018892880493,Replaced any <DL limit values with NA
13381,PR Woodland,03/31/2017,1692:00:00,Grab,Stream,MED added artificial times and type assignments,-16.9969340152285,-127.99559053554,81.9672131147541,11.1907,5.3816,4.006,6.86453797715158,5.25789418882096,0.265543989440395,0.933567944155009,22.6631821734081,0.0327825436926425,0.366993483622176,Replaced any <DL limit values with NA
13382,PR Hailstone,03/31/2017,1716:00:00,Grab,Stream,MED added artificial times and type assignments,-17.0102397060345,-129.104262579785,38.9270704365079,14.5931,7.6319,2.802,5.28762723207067,3.08042594895731,0.0338989820885447,0.597621285708156,13.6506181876559,0.00685509699201279,0.0536267054911454,Replaced any <DL limit values with NA
13384,PR Soapstone,04/07/2017,1740:00:00,Grab,Stream,MED added artificial times and type assignments,-16.6173025039814,-120.680125,13.3,1.8603,1.6876,1.673,1.83656756460987,0.976804465221009,0.156111297510834,0.385479731497122,3.93676610835716,0.00546055630717332,0.17398267620487,Replaced any <DL limit values with NA
13385,PR Woodland,04/07/2017,1764:00:00,Grab,Stream,MED added artificial times and type assignments,-16.912568675593,-127.035822765327,51.7,7.9266,5.3696,2.868,5.49388617571135,3.37070468827147,0.0856260720938833,0.575678875059788,14.6536184267395,0.0117716394866167,0.131839197169796,Replaced any <DL limit values with NA
13386,PR Hailstone,04/07/2017,1788:00:00,Grab,Stream,MED added artificial times and type assignments,-16.6705252672054,-124.786004231951,77.8688524590164,14.3077,8.0339,3.104,8.37336239450941,5.83038666106654,0.0225358383492568,0.729433714848906,24.8155337445183,0.0390226269421098,0.0872639103510319,Replaced any <DL limit values with NA
13388,PR Soapstone,04/14/2017,1812:00:00,Grab,Stream,MED added artificial times and type assignments,-17.16,-127.4,16.4,1.6213,1.6005,1.716,1.62224736791427,0.889230615874791,0.194128405389225,0.387097280492207,3.6046029937824,0.00609600509021823,0.217826459777653,Replaced any <DL limit values with NA
13389,PR Woodland,04/14/2017,1836:00:00,Grab,Stream,MED added artificial times and type assignments,-17.28,-127.4,40.9836065573771,4.6548,3.7933,2.895,3.76693454075797,2.62218019772238,0.107905731577977,0.57448751184893,11.7233338902353,0.0113340044302935,0.137302604771985,Replaced any <DL limit values with NA
13390,PR Hailstone,04/14/2017,1860:00:00,Grab,Stream,MED added artificial times and type assignments,-17.0975340500431,-126.646593838784,84.9,8.3642,6.0996,3.185,5.9000572646283,4.75665421718504,0.0376973575322904,0.74548462689564,21.1656713979812,0.0303418143286793,0.0977803151892256,Replaced any <DL limit values with NA
13402,PR Soapstone,04/28/2017,1884:00:00,Grab,Stream,MED added artificial times and type assignments,-16.9934241649011,-124.336284414804,18,1.9052,1.6867,1.8825728608975,1.56816766362731,1.13760481947601,0.16036005081512,0.377869243996793,4.33635718543166,0.00513652328418389,0.157779415307832,Replaced any <DL limit values with NA
13403,PR Woodland,04/28/2017,1908:00:00,Grab,Stream,MED added artificial times and type assignments,-16.9977642634252,-124.74632371399,49.1803278688525,5.0345,4.473,2.972,4.06849692915763,3.32979764421065,0.0996224911291,0.548146821591007,15.1323428858294,0.0111604862697858,0.122829148754903,Replaced any <DL limit values with NA
13404,PR Hailstone,04/28/2017,1932:00:00,Grab,Stream,MED added artificial times and type assignments,-16.9127610409998,-124.904609216654,97.2,10.3225,6.4579,3.127,6.86259214630873,5.50372684755317,0.033896986132859,0.639808142828597,24.1823610237483,0.0427140785723221,0.0935931651442977,Replaced any <DL limit values with NA
13406,PR Soapstone,05/04/2017,1956:00:00,Grab,Stream,MED added artificial times and type assignments,-17.1206237064377,-126.485742046923,17.8,1.5618,1.5135,1.658,1.7925421131309,1.26056926315043,0.209053387584312,0.445784799307376,4.69012499289806,0.00636894791487245,0.203299479374879,Replaced any <DL limit values with NA
13407,PR Woodland,05/04/2017,1980:00:00,Grab,Stream,MED added artificial times and type assignments,-17.1299309899648,-126.775227600262,46.3,4.126,4.1974,2.866,3.52815264387047,3.11800041788556,0.0841191418104572,0.535993647074051,14.337188422173,0.00958777521411947,0.108308925499199,Replaced any <DL limit values with NA
13408,PR Hailstone,05/04/2017,2004:00:00,Grab,Stream,MED added artificial times and type assignments,-16.8346392675651,-125.772283060138,73.7704918032787,7.1978,6.1302,2.683,5.30164890004094,5.31397845544197,0.0294365323711542,0.647432256775653,23.6817341941139,0.0245910723845716,0.0857247328325743,Replaced any <DL limit values with NA
13410,PR Soapstone,05/11/2017,2028:00:00,Grab,Stream,MED added artificial times and type assignments,-17.6691263480563,-129.500525072932,24.59,0.9829,1.3718,1.576,1.04014958134838,1.33208802064283,0.16542652850775,0.359196841163886,6.14430225394441,0.00530023854288838,0.141357319976315,Replaced any <DL limit values with NA
13411,PR Woodland,05/11/2017,2052:00:00,Grab,Stream,MED added artificial times and type assignments,-17.4610986598608,-127.899195576151,47.8,2.3014,2.3139,2.737,2.26685474606094,2.33479952498238,0.128544022814281,0.565763273365983,11.6169636559492,0.0121684235209191,0.126295524488311,Replaced any <DL limit values with NA
13412,PR Hailstone,05/11/2017,2076:00:00,Grab,Stream,MED added artificial times and type assignments,-17.3373645962331,-127.083500750356,66.8,5.3739,3.5754,2.901,4.39244930764798,3.5450047483527,0.0661721422305496,0.705447929266692,16.742578514706,0.0227374242203091,0.113186990293266,Replaced any <DL limit values with NA
13418,PR Soapstone,05/19/2017,2100:00:00,Grab,Stream,MED added artificial times and type assignments,-17.67988583185,-127.462383951589,33.3,1.5298,1.6156,1.573,1.3436312400235,1.87307798148789,0.178536827427739,0.366937340664794,8.75470635890809,0.00518891954302514,0.130767308434177,Replaced any <DL limit values with NA
13419,PR Woodland,05/19/2017,2124:00:00,Grab,Stream,MED added artificial times and type assignments,-17.5922422453034,-126.502024630778,50.6,2.963,3.5697,3.145,2.68480457235429,3.14537594573924,0.103256272268892,0.546031197394345,15.6393430886067,0.0108357902298372,0.0967934620602273,Replaced any <DL limit values with NA
13420,PR Hailstone,05/19/2017,2148:00:00,Grab,Stream,MED added artificial times and type assignments,-17.4454710047187,-125.593800890963,62.7,7.2817,3.4481,3.639,5.19377813004118,3.75466407107365,0.0655254363598175,0.68070866892849,17.5430100430011,0.0397327257014134,0.171152309330686,Replaced any <DL limit values with NA
13442,PR Soapstone,05/25/2017,2172:00:00,Grab,Stream,MED added artificial times and type assignments,-17.7776618157116,-128.40160722605,18.7,0.92,1.1759,1.414,1.05535488023343,1.08777370020375,0.203177254904831,0.343652171706873,4.90645932548117,0.00498446242338764,0.148993292485182,Replaced any <DL limit values with NA
