101	2.4589	-71.61	-10.43	83.45	20.33	15.81
301	NaN	-44.26	-7.17	0.75	0.14	0.63
301	0.3621	-131.76	-18.28	0.45	0.09	0.18
401	NaN	-151.2	-20.52	0.83	0.1	0.75
401	2.7069	-155.68	-21.16	0.99	0.16	0.28
401	0.4556	-88.76	-13.12	0.54	0.02	0.39
401	0.4945	-99.79	-14.12	0.46	0.1	0.26
501	4.2007	-44.22	-7.85	12.16	2.47	60
501	32.7865	-87.17	-12.6	5.85	0.89	5.52
