Principal Component 1,Principal Component 2
-3.865719895697307,0.7883767245640966
-4.294985361038762,1.268486446147116
-3.748326335304165,1.265358915841931
-2.755195010776995,0.37058107234591975
-3.4962909618099856,1.3949559440339805
-2.9662572760300185,2.0277782240286766
-0.8640646743718072,0.488423174741946
0.13999017191001767,-0.3846455503366309
0.5334549735745793,-0.1700671400184663
1.004586660553926,-0.2802978749813142
1.0028735892935572,-0.6893761043871629
0.053526683863935325,-0.004926790665859731
-0.30153888635036236,0.3825409868009802
0.5826814876214175,-0.4438663204001836
-1.7666507385248158,-0.3826801068260566
-1.8532889440654798,-0.0018413223567249777
-0.7361310210436702,-1.0091435481627982
-0.7035427715227135,0.3684960320897846
0.3704618368915124,-0.6558627018468038
1.1953513317098516,-1.0903535808776175
1.1417268339096491,-0.7146478302593182
1.333617700442589,-0.9137517963682683
-0.7068080069946541,0.696320583150211
-2.6115346888650555,0.6630015835382127
0.8025373335266697,-0.8433706648159613
0.08448759428773778,-0.4441136580142828
-0.9593955072090719,0.061841613692225864
-0.4445588890296008,0.6628362786800409
-0.3521504106845307,1.7568659915180005
0.7945918639484649,1.4269100962498906
2.172481247889561,-0.6905246279368409
1.3563855136225558,0.7228357171624155
0.6219896593140817,0.931432301521516
1.6106641716321632,-0.24628618394457458
0.7828770418202847,0.720443315359478
1.6902916464644235,0.3458741448172966
2.064276071606086,-0.49418759176270893
1.863211190834159,-0.5377292316437178
2.1953782411066656,-0.750343926630899
1.6816171306995582,0.4415456370557972
1.6573482573922071,-1.1591852928737163
0.39761657449613064,-1.5360899084317383
0.8177904046588821,0.5655479569776287
0.8979711165285508,0.7718831882358531
0.2093861575552113,0.20887411325117952
-0.1464255363025133,-0.003104785387420909
0.16921546530947623,-0.4177956337845014
-0.010843496693477865,-0.19435528173724465
0.5459549810129783,-0.5906991622107481
0.01973045837638339,-0.5737548888525926
0.13371543105469647,-0.8151270614036911
-0.13237697443923288,-0.6975412984431895
0.6640686842353716,-1.0605897323143558
-1.3346799791657673,-2.698868117737765
0.07729906375373286,0.4674945702239698
-0.42505674089987144,-0.005186570967231044
-2.0268571763563883,-2.9596712274738373
5.833522712279178,4.661280901826075
