Principal Component 1,Principal Component 2
4.201087548064657,0.20008451473745117
-3.626308849664238,-0.116994513552618
-3.855085064639321,-0.3701204338037369
-3.4118544772036987,-0.07238755839550254
-3.097734172646091,-0.2687612534683287
-2.6967534430588893,-0.4573715398040126
4.680168590857833,-0.07728336265703
4.646831731515222,-0.015094654654027298
4.363150952888581,0.1709549554001864
-3.5038304564949816,-0.3137545097304825
-3.3934123983960616,-0.6399054981720764
-3.024993119940687,-0.3864479080754907
-1.6541134809232994,0.08661176059573243
1.757625668182136,0.15601594313955824
-2.9864168713130814,0.026314131416267907
-1.631466979781847,-0.4242643265441174
2.665048384702036,0.3090299897525857
-3.7164350371674857,-0.4696329908558276
-3.689915558667181,-0.6047577340154728
1.036972802666469,0.1732804678130433
3.402316167591109,0.1286048719028148
2.8021862475828225,0.5563344659085012
3.726085535251846,-0.16158563981902177
-2.754695760634404,-0.9011033902451832
-1.6788359734039062,0.5771847537678061
-2.1727747850262644,0.06415918240019598
-0.898927243412624,0.6422331397263852
0.0685398333536871,0.2223739852001062
-0.11684568576939555,1.0998436956271171
0.3487427674414163,-0.07568427942035898
0.9575786373441942,0.5362105220752745
0.6488114540417356,-0.2963972488427315
-0.7006339223397618,0.0695710523127097
-1.1756562970115232,0.17416668673564914
-0.40468345025624786,1.0942359518503986
-1.0713466447251592,0.7376757465115221
-0.44348147462015464,0.6841645800672004
-0.7815665696952441,0.03035052341070523
-0.8438929330638065,0.7592033184105164
-0.4162290893177438,0.8352897416247819
-0.1733549726838429,-0.21251016431614722
0.5598993856959333,0.3337564400484468
0.473717898049779,-0.12984863982585537
0.850172263523156,0.021795950230196745
0.64311367171687,-0.01729880755649868
1.0601916714225479,0.12640401210557828
0.7261174408806186,-0.5252846206478516
1.3040538704676752,-0.03256305957750398
0.9769888643453184,-0.08383418071921221
0.8987326569749212,0.1688151074438034
1.2007882411276525,0.3644409715631015
1.632431047952879,-0.6602168263622824
2.986187329690993,-2.239399510595723
2.2415728280267264,-2.0460615867201795
-0.4034658988192342,0.11185002735778117
-0.38674021456933244,0.14283321162333715
0.7361623163110804,-0.15250345248088387
1.3696989544557292,-1.2320434415495758
0.43040423812169326,0.6146301353783826
-0.27694783150568975,0.002260548026902646
-0.16672148908716217,0.1207188873115348
0.6683067425252227,-0.2734980946349772
-1.2515720738669363,1.002987959097309
-0.04121762469163597,0.47491761981094566
0.049790207040132005,0.36522098246723306
0.4665229515733483,0.06932612669352865
0.40665455924770566,0.025941696698578185
0.6075081723820107,0.06694171337304612
0.8537482113811918,-0.09012614257350526
